gene_id,Con_PTH_1,Con_PTH_2,Con_PTH_3,Con_PTH_4,Con_Veh_1,Con_Veh_2,Con_Veh_3,Con_Veh_4
ENSMUSG00000038415|Foxq1,0,14,5,2,0,2,1,8
MSTRG.20588|Gm20775,120,69,91,93,138,145,139,140
ENSMUSG00000088391|Gm26310,0,0,0,0,0,0,0,0
ENSMUSG00000096645|Spin2e,0,0,0,0,0,0,0,0
MSTRG.11963|Gm23725,0,0,0,0,0,0,0,0
ENSMUSG00000074973|Gm11382,0,0,0,0,0,0,0,0
MSTRG.7687|Rn18s-rs5,675217,139656,231190,250952,396857,390743,925678,338965
MSTRG.19764|Gm17396,116,74,68,74,67,70,74,101
ENSMUSG00000045648|Vwc2l,0,0,0,0,0,0,3,0
MSTRG.15842|Clstn3,482,309,370,388,19,16,23,28
ENSMUSG00000032357|Tinag,18,27,36,14,11,23,17,21
ENSMUSG00000081089|Gm14624,0,0,0,0,0,0,0,0
MSTRG.1899|Gm10941,61,54,55,62,11,20,17,11
ENSMUSG00000064742|Gm24705,0,0,0,0,0,2,0,3
MSTRG.20275|Stard8,866,705,824,863,1583,1614,1699,1956
ENSMUSG00000105715|Gm43385,0,0,0,0,0,0,0,0
ENSMUSG00000030825|Hsd17b14,8,0,6,4,22,18,19,18
MSTRG.19326|Gm37581,12,23,8,12,6,0,3,6
ENSMUSG00000104270|Gm38298,0,0,0,0,0,0,1,0
MSTRG.6449|Zcrb1,2073,2073,2183,1959,1315,1377,1298,1363
MSTRG.7254|Wtap,3006,1883,2420,2218,2394,2551,2789,2856
MSTRG.2912|Tvp23b,2684,2018,2506,2419,2526,2299,2689,2546
MSTRG.9228|Gm6587,0,0,0,0,0,0,0,0
ENSMUSG00000107493|Gm44048,0,0,0,0,0,0,0,0
MSTRG.11671|Gm24811,0,0,0,0,0,0,0,0
MSTRG.615|Gm37967,0,0,0,0,0,0,0,0
ENSMUSG00000035930|Chst4,0,0,0,0,0,0,0,0
MSTRG.2150|Cradd,160,85,112,112,172,248,250,188
MSTRG.5791|Rcbtb2,2831,1588,2162,2378,2757,2614,2518,2762
MSTRG.13034|Gm13170,0,0,0,0,0,0,1,0
MSTRG.16028|Kras,8535,5569,6413,7090,3520,3996,4409,4482
MSTRG.8776|Gm17068,0,0,0,0,0,0,0,0
ENSMUSG00000088245|Gm25910,0,0,0,0,0,0,0,0
MSTRG.7119|Paxbp1,1512,2347,1714,1768,1271,1213,1368,1312
ENSMUSG00000098162|Gm26976,0,0,0,0,0,0,0,0
ENSMUSG00000060030|Olfr317,0,0,0,0,0,0,0,0
MSTRG.9665|Gm13620,6,2,3,2,6,1,1,3
ENSMUSG00000065893|n-R5s151,0,0,0,0,0,0,0,0
ENSMUSG00000069712|4930444G20Rik,0,0,0,0,0,0,0,0
MSTRG.20228|Dmd,1487,914,1117,1056,1632,1402,1745,1612
MSTRG.9055|Gpam,3639,2023,2504,2661,1734,1604,1902,1698
MSTRG.10162|Gm26496,0,0,0,0,0,0,0,0
ENSMUSG00000090385|Gm7316,0,0,0,0,0,0,0,0
MSTRG.16784|Adamts17,829,278,487,460,613,586,601,785
MSTRG.14703|Pilra,106,82,70,146,60,57,57,140
ENSMUSG00000029875|Ccdc184,0,3,0,0,0,0,0,0
MSTRG.11347|Selenbp1,673,298,472,415,729,639,642,570
ENSMUSG00000048378|Olfr1394,0,0,0,0,0,0,0,0
MSTRG.13830|C530043K16Rik,0,0,0,0,0,0,0,0
MSTRG.3482|Cacnb1,287,375,320,356,395,320,349,388
ENSMUSG00000062527|Olfr1408,0,0,0,0,0,0,0,0
ENSMUSG00000093497|Gm20713,0,0,0,0,0,0,0,0
ENSMUSG00000094823|n-R5s166,0,0,0,0,0,0,0,0
MSTRG.18704|Rhou,3593,1995,2206,2491,826,802,861,816
ENSMUSG00000043441|Gpr149,0,0,2,0,2,5,0,2
MSTRG.3225|Cdk5r1,64,72,57,65,214,235,289,435
MSTRG.8243|Pcdhb5,180,100,117,138,162,168,230,176
MSTRG.11699|Mir760,0,1,0,0,1,1,0,1
ENSMUSG00000083495|Gm13877,0,0,0,0,0,0,0,0
ENSMUSG00000073388|A330017A19Rik,3,0,8,2,4,9,5,7
MSTRG.384|Gm15464,1,3,4,0,3,2,4,0
ENSMUSG00000101318|Gm29109,0,0,0,0,0,0,0,0
MSTRG.18382|Lrrc36,0,10,0,4,8,8,14,4
ENSMUSG00000020178|Adora2a,82,55,54,70,7,6,0,2
ENSMUSG00000106532|Gm5714,0,0,0,0,0,0,0,0
ENSMUSG00000105555|Gm43856,0,0,0,0,0,0,0,0
MSTRG.8390|Csnk1a1,34425,18801,23259,26526,14853,15509,16521,17176
ENSMUSG00000079380|Gm8271,0,0,0,0,0,0,0,0
ENSMUSG00000033721|Vav3,273,158,180,162,157,139,147,241
ENSMUSG00000098393|Gm28000,0,0,0,0,0,0,0,0
ENSMUSG00000042797|Aqp11,23,36,45,30,69,72,78,80
MSTRG.11365|Sema6c,969,607,590,744,1423,1356,1530,1340
ENSMUSG00000105657|Gm42833,0,0,0,0,0,0,0,0
MSTRG.13655|Gm43505,0,0,0,0,0,0,0,0
ENSMUSG00000107061|Gm19590,0,0,0,0,0,0,0,0
MSTRG.788|Ccdc93,1555,1158,1174,1274,2256,2293,2418,2548
MSTRG.12857|Smpdl3b,1594,623,742,1127,1061,982,1103,1060
MSTRG.3539|Dhx58os,67,39,21,38,104,101,96,102
ENSMUSG00000101478|Gm20859,0,0,0,0,0,0,0,0
MSTRG.11412|Hist2h2ac,1,5,0,1,0,2,3,2
MSTRG.9249|Msrb2,264,139,173,235,324,226,360,311
ENSMUSG00000062064|Slc2a7,0,0,0,0,0,0,0,0
ENSMUSG00000081750|Gm4995,0,0,0,0,0,0,0,0
ENSMUSG00000090462|1700091H14Rik,0,0,0,0,0,0,0,0
MSTRG.12661|Cited4,1619,610,836,1125,12,26,14,34
MSTRG.8541|Tmem134,2417,1848,1917,1955,2168,1852,1954,2211
MSTRG.2652|Gm23039,0,0,0,0,0,0,0,0
MSTRG.15683|5031434C07Rik,8,13,6,10,4,3,16,20
MSTRG.18560|Gm24239,0,0,0,0,1,0,0,0
ENSMUSG00000105525|Gm42976,0,0,0,0,0,0,0,0
MSTRG.11382|Gm42671,1,1,1,1,1,1,1,1
MSTRG.14222|Asphd2,444,229,299,359,182,138,188,228
ENSMUSG00000102819|Gm37817,0,0,0,0,0,0,0,0
ENSMUSG00000025936|Gm4956,0,0,0,0,0,0,0,0
ENSMUSG00000088145|Gm24719,0,0,0,0,0,0,0,0
MSTRG.18678|n-R5s125,0,0,0,0,0,0,0,0
ENSMUSG00000088136|Gm22587,0,0,0,0,0,0,0,0
MSTRG.1911|Pwp2,820,492,589,631,516,492,513,582
MSTRG.994|Gm37893,38,103,73,87,59,42,72,50
ENSMUSG00000106495|Gm42755,0,0,0,0,0,0,0,0
MSTRG.7075|Gm11146,0,0,0,0,0,0,0,0
ENSMUSG00000095918|Gm5861,0,0,0,0,0,0,0,0
ENSMUSG00000020732|Rab37,46,17,9,40,6,13,14,15
MSTRG.16731|Snhg14,65,76,64,77,28,99,61,46
ENSMUSG00000094721|Olfr1462,0,0,0,0,0,0,0,0
MSTRG.6499|Kmt2d,2395,2817,2728,2023,1817,1570,1930,1729
MSTRG.11694|Gm43609,13,37,26,34,16,6,11,19
ENSMUSG00000017165|Gast,0,0,0,0,0,0,0,0
ENSMUSG00000065388|Gm23099,0,0,0,0,0,0,0,0
ENSMUSG00000038745|Nlrp6,7,2,3,0,2,0,0,0
MSTRG.6411|Panx2,6,7,7,16,9,8,7,10
ENSMUSG00000102486|Gm37921,0,0,0,0,0,0,0,0
ENSMUSG00000082912|Gm8770,0,0,0,0,0,0,0,0
ENSMUSG00000109397|RP24-74L7.4,0,0,0,0,0,0,0,0
MSTRG.4712|Gm44484,0,0,0,0,0,0,0,0
ENSMUSG00000064052|Gm5089,0,0,0,0,0,0,0,0
MSTRG.87|Ly96,68,101,83,99,109,139,118,133
MSTRG.4526|4930595D18Rik,0,0,0,0,0,3,0,0
ENSMUSG00000080321|Gm14644,0,0,0,0,0,0,0,0
ENSMUSG00000044556|Tex38,3,0,0,3,0,0,2,3
MSTRG.8465|Smad7,1052,694,682,865,722,599,710,739
ENSMUSG00000021886|Gpr65,82,63,37,43,64,38,61,96
ENSMUSG00000092715|Gm22853,0,0,0,0,0,0,0,0
MSTRG.9403|Gm24976,0,0,0,0,0,0,0,0
MSTRG.15696|Brpf1,1974,1595,1605,1813,1263,1443,1359,1491
MSTRG.6708|n-R5s31,0,0,0,0,0,0,0,0
ENSMUSG00000082173|Mup-ps10,0,0,0,0,0,0,0,0
ENSMUSG00000103837|Gm37614,0,0,0,0,0,0,0,1
ENSMUSG00000057240|Ms4a13,0,0,0,0,0,0,0,0
ENSMUSG00000097873|Gm26867,9,6,7,10,16,20,19,12
ENSMUSG00000102118|Gm29637,0,0,0,0,0,0,0,0
MSTRG.7444|Ggnbp1,75,172,117,126,71,83,119,115
ENSMUSG00000088310|Gm26183,0,0,0,0,0,0,0,0
ENSMUSG00000028391|Wdr31,24,22,10,8,19,22,39,15
MSTRG.13960|Grsf1,3791,2082,2582,2963,3101,3222,3708,4024
MSTRG.418|Gm26457,7,13,15,11,10,11,7,10
ENSMUSG00000102610|Gm37846,0,0,0,0,0,0,0,0
ENSMUSG00000083775|Gm14837,0,0,0,0,0,0,0,0
MSTRG.18216|Gm16183,4,4,0,3,11,4,0,3
MSTRG.7959|Rmdn2,421,241,240,278,435,310,386,387
MSTRG.3751|Tmem104,2188,1144,1542,1672,1346,1243,1635,1906
ENSMUSG00000094420|Igkv10-96,0,0,0,0,0,0,0,0
ENSMUSG00000031995|St14,80,48,52,29,66,58,59,86
ENSMUSG00000107582|Gm44133,0,0,0,0,0,0,0,0
ENSMUSG00000107434|Gm4640,0,0,0,0,0,4,0,2
ENSMUSG00000089873|Mup13,14,2,0,2,0,3,1,1
MSTRG.11006|Postn,136432,62158,79755,106008,112302,115988,129071,123364
ENSMUSG00000104311|Gm37910,0,0,0,0,0,0,0,0
ENSMUSG00000087604|Cdrt4os1,1,6,0,0,3,2,2,0
MSTRG.19340|Gm27232,0,0,0,0,0,1,0,1
ENSMUSG00000064915|Gm22575,0,0,0,0,0,0,0,0
MSTRG.6123|Tmem65,3840,2381,2908,3209,3007,3042,3643,3745
MSTRG.11891|Odf2l,341,382,433,424,365,504,482,545
MSTRG.20434|Atg4a,1003,717,971,927,1190,1157,1224,1096
ENSMUSG00000027345|4921508D12Rik,0,0,0,0,0,0,0,0
ENSMUSG00000037843|Vstm2l,0,0,0,0,10,0,0,0
MSTRG.7687|AY036118,23002,4646,6629,6814,11129,11349,27011,9417
ENSMUSG00000038580|Sct,2,9,0,4,0,2,5,0
MSTRG.16095|Gm15929,0,0,0,0,0,0,0,2
ENSMUSG00000037492|Zmat4,0,9,0,0,0,5,0,0
MSTRG.6215|Sharpin,1232,1076,992,1196,1288,1150,1248,1219
ENSMUSG00000087119|Atg4a-ps,27,55,40,8,17,36,21,41
MSTRG.5528|Rpph1,23,5,22,10,5,2,21,6
MSTRG.18695|n-R5s142,0,0,0,0,0,0,1,0
MSTRG.9472|Pomt1,730,468,442,512,793,866,783,860
ENSMUSG00000104521|Gm34073,0,0,0,0,0,0,0,0
ENSMUSG00000040653|Ppp1r14c,30,26,24,23,37,48,57,39
MSTRG.11381|Hmgb1-ps5,10,4,9,11,13,11,1,7
ENSMUSG00000079966|Gm14058,0,0,0,0,0,0,0,0
ENSMUSG00000037541|Shank2,56,36,31,30,62,38,54,64
ENSMUSG00000084336|Olfr1267-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000031073|Fgf15,0,0,0,0,0,0,0,0
ENSMUSG00000081778|Gm6325,0,0,0,0,0,0,0,0
MSTRG.6228|Cpsf1,1680,1508,1436,1813,1754,1705,1855,2085
ENSMUSG00000077113|Mir466p,0,0,0,0,0,0,0,0
ENSMUSG00000026937|Lcn5,0,0,0,0,0,0,0,0
ENSMUSG00000040495|Chrm4,8,11,2,6,0,0,14,0
ENSMUSG00000028707|Dmbx1,62,24,58,53,25,17,17,37
ENSMUSG00000079421|4930402F06Rik,0,0,0,0,0,0,0,0
MSTRG.8010|Calm2,20355,12711,16434,16894,16146,14609,16010,16130
ENSMUSG00000095537|Gm25286,0,0,0,0,0,0,0,0
MSTRG.2799|Gm12251,233,151,153,213,202,124,183,187
MSTRG.6907|Gm15829,1,3,2,0,0,1,0,0
ENSMUSG00000095027|Gm24017,0,0,0,0,1,2,0,0
ENSMUSG00000047230|Cldn2,91,37,36,42,26,16,42,71
ENSMUSG00000095739|Gm25314,0,0,0,0,0,0,0,0
ENSMUSG00000029151|Slc30a3,11,2,8,8,6,4,9,3
MSTRG.5009|Zfp85os,8,7,4,2,8,23,28,29
MSTRG.16585|RP23-74K24.2,11,9,7,0,14,0,5,23
ENSMUSG00000081136|Gm12990,0,0,0,0,0,0,0,0
ENSMUSG00000079629|Rhox2g,0,0,0,0,0,0,0,0
ENSMUSG00000047880|Cxcr5,35,26,27,24,30,22,41,30
MSTRG.7081|Gm37694,21,84,41,51,89,38,45,51
ENSMUSG00000080736|Gm15617,0,0,0,0,0,0,0,0
ENSMUSG00000107097|Gm42584,0,0,0,0,0,0,0,0
ENSMUSG00000065371|Gm22739,0,0,0,0,0,0,0,0
MSTRG.12187|Ccdc107,858,622,813,803,779,695,576,554
MSTRG.2176|Tmtc2,1441,557,719,1049,907,915,1098,1532
MSTRG.9395|Ddx31,346,213,270,227,390,396,447,394
ENSMUSG00000048686|Hmgb4,0,0,0,0,0,0,0,0
MSTRG.16459|Tbcb,2452,1397,1871,2015,1946,1781,1870,1941
MSTRG.12856|Xkr8,446,355,447,353,570,480,621,570
ENSMUSG00000031112|Stk26,102,34,59,72,81,38,94,97
ENSMUSG00000106678|Gm43457,28,24,9,13,33,3,6,16
MSTRG.8728|Fads3,3307,1786,2049,2457,2980,2890,2861,2810
ENSMUSG00000090534|Gm4675,0,0,0,0,0,0,0,0
ENSMUSG00000091809|Olfr721-ps1,0,0,0,0,0,0,0,0
MSTRG.923|Rnpep,2212,1403,1379,1704,2073,2359,2421,2735
ENSMUSG00000106486|Gm9771,0,0,0,0,0,0,0,0
MSTRG.10893|Gm15952,25,21,21,21,25,36,38,17
ENSMUSG00000104356|Gm31260,0,0,0,0,0,0,0,0
ENSMUSG00000088084|Gm25342,0,0,0,0,0,0,0,0
MSTRG.8636|BC048609,0,0,0,4,2,0,0,0
MSTRG.15485|Gm18290,4,1,6,2,2,0,3,5
ENSMUSG00000094534|Gm20945,0,0,0,0,0,0,0,0
MSTRG.11102|Lxn,1459,875,1100,1299,1441,1379,1200,1513
ENSMUSG00000094005|Gm12625,0,0,0,0,0,0,0,0
ENSMUSG00000097178|2310002F09Rik,2,0,0,0,0,0,0,0
MSTRG.13247|Plekhn1,95,164,113,164,105,93,165,136
ENSMUSG00000083568|Gm12770,0,0,0,0,0,0,0,0
ENSMUSG00000079563|Pglyrp2,3,0,0,0,0,0,2,0
ENSMUSG00000095412|Gm5885,0,0,0,0,0,0,0,0
ENSMUSG00000091844|Gm8251,0,2,0,0,0,0,5,5
ENSMUSG00000100018|Gm7776,0,0,0,0,2,0,0,0
ENSMUSG00000087407|Gm11431,0,0,0,0,0,0,0,0
ENSMUSG00000107021|Gm42853,0,0,0,0,0,0,0,0
MSTRG.18997|C1qtnf5,3473,2074,2676,3042,2878,2389,2941,2715
ENSMUSG00000095874|Gm9630,0,0,0,0,0,0,0,0
MSTRG.1128|Gm10176,0,0,0,0,0,0,0,0
MSTRG.13331|Gm42680,0,4,0,0,0,4,0,0
MSTRG.17471|RP24-144C5.3,18,10,16,13,6,11,15,6
ENSMUSG00000100426|Gm4208,4,0,0,0,0,0,0,0
MSTRG.17579|5830432E09Rik,8,32,19,26,10,13,34,29
ENSMUSG00000105916|Gm42453,0,0,0,0,0,0,0,0
MSTRG.15336|4930597O21Rik,3,0,4,0,0,2,11,9
MSTRG.20037|Gm14567,257,306,349,236,235,192,178,173
ENSMUSG00000087339|Gm11586,0,0,0,0,0,0,0,0
ENSMUSG00000070334|Krtap31-1,0,0,0,0,0,0,0,0
ENSMUSG00000101184|Gm28861,0,0,0,0,0,0,0,0
MSTRG.17733|RP23-421C2.3,0,0,0,0,0,0,0,0
MSTRG.1649|Gm26564,0,0,3,6,0,3,0,2
ENSMUSG00000058728|Cd300c,0,0,13,0,0,0,0,0
MSTRG.3088|Tsr1,3576,2540,2443,3053,2160,2093,2550,2557
MSTRG.15029|Hilpda,1072,803,946,956,496,434,459,477
MSTRG.15054|Tmem209,893,438,485,621,1152,1304,1489,1337
ENSMUSG00000102756|Gm37054,0,0,0,0,0,0,0,0
MSTRG.11853|Gm16559,7,5,0,3,10,9,39,11
ENSMUSG00000024734|Zp1,0,0,0,0,0,0,0,0
MSTRG.6226|Slc52a2,862,442,565,557,537,515,615,600
MSTRG.237|Gm20646,0,3,0,4,0,8,3,5
ENSMUSG00000040770|Il25,5,2,0,0,0,4,2,6
ENSMUSG00000065199|Gm23461,0,0,0,0,0,0,0,0
ENSMUSG00000101353|Gm29203,0,0,0,0,0,0,0,0
MSTRG.7227|Rnaset2a,4286,2603,3544,3689,3373,3084,3241,3482
MSTRG.19041|Mir7087,1,4,2,4,0,2,0,3
MSTRG.9929|Ext2,9593,4193,5468,7109,7788,7783,8131,8232
ENSMUSG00000101853|Gm28627,0,0,0,0,0,0,0,0
ENSMUSG00000100675|Gm28607,0,0,0,0,0,0,0,0
MSTRG.9237|Mllt10,1001,697,701,705,975,1008,1123,1219
MSTRG.13956|Cabs1,0,0,0,0,0,0,0,0
MSTRG.11341|Snx27,2009,1273,1312,1662,2069,2071,2292,2582
ENSMUSG00000081796|Gm9005,0,0,0,0,0,0,0,0
MSTRG.14182|Fbrsl1,536,297,292,372,261,312,363,244
ENSMUSG00000031651|Triml1,2,0,0,0,0,0,0,0
ENSMUSG00000075149|Olfr1138,0,0,0,0,0,0,0,0
ENSMUSG00000105808|Gm42627,0,0,0,0,1,0,0,0
MSTRG.19565|1300017J02Rik,19,8,7,10,5,12,9,10
MSTRG.18485|Glg1,15690,7536,9737,12375,14025,12943,14574,15044
ENSMUSG00000100272|Gm28785,0,0,0,0,0,0,0,0
ENSMUSG00000091572|Vmn2r3,0,0,0,0,0,0,0,0
MSTRG.10556|Ywhab,14539,8146,10259,11535,11947,12727,13254,14005
ENSMUSG00000089066|Gm22836,0,0,0,0,0,0,0,0
ENSMUSG00000093838|Ighv3-1,0,0,0,0,0,0,0,0
MSTRG.10071|Chac1,164,67,130,159,179,208,179,336
MSTRG.11031|Gm22784,0,0,0,0,0,0,0,0
ENSMUSG00000042514|Klhl14,0,0,0,0,0,0,0,0
ENSMUSG00000047496|Rnf152,12,8,4,15,136,200,136,164
MSTRG.16192|Pla2g4c,27,7,6,2,4,4,17,4
ENSMUSG00000076911|Traj18,0,0,0,0,0,0,0,0
MSTRG.8267|Gm37118,0,0,0,0,0,0,0,0
ENSMUSG00000089274|Gm24547,0,0,0,0,0,0,0,0
MSTRG.5924|Tmtc4,1256,593,856,972,1028,1217,1168,1200
ENSMUSG00000077201|Gm25614,0,0,0,0,0,0,0,0
ENSMUSG00000100933|Gm28143,0,0,0,0,0,0,0,0
ENSMUSG00000109345|RP23-324E10.2,0,0,0,0,0,0,0,0
MSTRG.6920|Dirc2,2714,1617,1952,2238,2435,2661,2532,2638
ENSMUSG00000093454|Vmn1r-ps143,0,0,0,0,0,0,0,0
MSTRG.10594|Zfp334,1898,1085,1144,1526,951,1081,1179,1010
MSTRG.12284|Rad23b,9614,5244,6311,7802,8575,9038,9455,9808
MSTRG.19739|Crtap,24028,9905,13481,16610,19071,19324,21005,21036
ENSMUSG00000100772|Gm28350,0,0,0,0,0,0,0,0
ENSMUSG00000088902|Gm25435,0,0,0,0,0,0,0,0
ENSMUSG00000076120|Mir551b,0,0,0,0,0,0,0,0
MSTRG.6592|Gpr84,206,122,124,159,131,86,91,196
MSTRG.190|Inpp4a,923,680,541,794,749,771,979,1080
ENSMUSG00000078520|Cela3a,0,0,0,0,0,0,0,0
ENSMUSG00000092409|Gm9613,0,0,0,0,0,0,0,0
ENSMUSG00000108072|Gm20362,0,0,0,0,0,0,0,0
MSTRG.16295|Irgq,6519,3394,3951,4908,2782,2702,2806,3018
MSTRG.2999|Acap1,3,2,2,0,3,6,8,0
MSTRG.8779|Gm9806,2,5,4,0,7,4,2,4
ENSMUSG00000086912|4930505O20Rik,0,0,0,0,0,0,0,0
ENSMUSG00000085532|B430319H21Rik,0,0,0,4,0,0,0,0
ENSMUSG00000082573|Gm11903,0,0,0,0,0,0,0,0
ENSMUSG00000054757|Akr1c20,2,0,0,0,0,0,0,0
MSTRG.11529|Gm23830,0,0,0,0,0,0,0,0
MSTRG.9201|Gm37894,2,0,0,0,2,0,0,0
ENSMUSG00000086509|Nkx2-2os,4,2,2,5,4,12,6,0
MSTRG.16097|Tsen34,4964,2845,3735,4155,4820,4388,4136,4445
ENSMUSG00000056973|Ces1d,31,22,21,12,18,34,23,14
ENSMUSG00000044377|Gm13080,3,1,2,2,4,1,5,6
MSTRG.10600|Gm28163,0,0,2,0,1,0,0,0
MSTRG.15948|Gm44017,0,5,0,4,0,6,1,0
MSTRG.666|Col6a3,47143,27947,33584,40485,42037,35360,39971,38126
MSTRG.19154|Scamp2,3066,1540,1608,2541,2614,2548,3050,3254
MSTRG.4199|Nin,4884,3083,3414,3978,1781,1782,2012,1891
ENSMUSG00000083190|Cyp4a30-ps,0,0,0,0,0,0,0,0
ENSMUSG00000101270|Scgb2b9-ps,0,0,0,0,0,0,0,0
ENSMUSG00000107265|Gm15469,0,0,0,0,0,0,0,0
ENSMUSG00000058399|Vmn1r64,0,0,0,0,0,0,0,0
ENSMUSG00000096868|Gm22258,0,0,0,0,0,0,0,0
MSTRG.13208|Nadk,5981,3326,4019,4723,4395,4853,5175,5447
ENSMUSG00000099405|Gm8506,0,0,0,0,0,0,0,0
ENSMUSG00000094986|Olfr1454,0,0,0,0,0,0,0,0
ENSMUSG00000051735|Rinl,106,84,90,102,120,94,94,85
ENSMUSG00000083000|Gm15678,0,0,0,0,0,0,0,0
ENSMUSG00000030364|Clec2h,0,0,0,0,0,0,0,0
MSTRG.4453|Gm28875,222,228,242,193,142,116,109,170
ENSMUSG00000083719|Gm15161,0,0,0,0,0,0,0,0
MSTRG.1110|Zbtb37,467,464,428,415,879,793,1193,915
ENSMUSG00000097888|Gm26682,32,12,13,9,61,55,34,20
ENSMUSG00000099378|1700067G17Rik,0,0,0,1,0,0,0,0
MSTRG.20365|Nap1l3,235,132,148,207,179,182,215,197
MSTRG.2812|2310058D17Rik,29,49,64,83,45,64,59,35
ENSMUSG00000053007|Creb5,111,69,117,83,116,60,114,95
ENSMUSG00000079460|4933403O08Rik,0,0,0,0,0,0,0,0
MSTRG.4496|Rian,15971,19222,17337,16728,12917,12388,13285,13138
ENSMUSG00000064707|Gm22507,0,0,0,0,0,0,0,0
MSTRG.9671|Gm13583,0,1,0,5,0,3,1,0
MSTRG.18037|Zfp869,968,537,620,690,541,605,589,565
MSTRG.7394|Rpusd1,374,257,273,340,562,547,721,610
MSTRG.1295|Gm37706,0,0,0,0,0,0,0,0
MSTRG.10591|Ncoa5,2080,1351,1520,1631,2100,1827,1796,2064
MSTRG.1859|Rab36,297,235,271,349,370,443,462,345
ENSMUSG00000090461|Iltifb,0,0,0,0,0,0,0,0
ENSMUSG00000101659|Gm29009,0,0,0,0,0,0,0,0
ENSMUSG00000063507|Gm1330,0,0,0,0,0,0,0,0
ENSMUSG00000043230|Fam124b,0,0,3,4,3,8,4,8
MSTRG.4788|Eef1e1,695,474,653,610,511,427,527,533
ENSMUSG00000076910|Traj19,0,0,0,0,0,0,0,0
ENSMUSG00000082891|Gm12881,0,0,0,0,0,0,0,0
ENSMUSG00000082103|Gm15320,0,0,0,0,0,0,0,0
MSTRG.16481|Gm38670,1,1,1,1,1,1,1,1
ENSMUSG00000080781|Olfr388-ps1,0,0,0,0,0,0,0,0
MSTRG.5024|Gm26819,130,409,254,206,152,161,157,223
ENSMUSG00000064574|Gm25797,0,0,0,0,0,0,0,0
ENSMUSG00000105790|AC122546.1,0,0,0,0,0,0,0,0
ENSMUSG00000065333|Gm24928,0,0,0,0,0,0,0,0
ENSMUSG00000083123|Fthl17-ps2,0,0,0,0,0,0,0,0
MSTRG.18223|Dand5,68,85,70,88,195,145,163,220
ENSMUSG00000077328|Gm25832,0,0,0,0,0,0,0,0
MSTRG.6181|Ly6e,6825,3391,4446,5619,5708,6142,7003,6854
MSTRG.3749|Slc9a3r1,2606,1702,2097,2038,1712,1808,1648,1681
MSTRG.11383|Rps10-ps1,1753,1650,1653,1473,1268,893,865,742
MSTRG.2065|1500009L16Rik,362,273,275,293,309,339,353,328
MSTRG.9602|Gm27348,0,0,0,0,0,0,0,0
MSTRG.2559|Prorsd1,839,823,1002,597,807,724,952,938
MSTRG.3898|Slc25a10,1164,718,744,851,901,1078,1109,1466
MSTRG.17603|Prap1,0,0,0,0,0,0,3,0
ENSMUSG00000080795|Gm6783,0,0,0,0,0,0,0,0
ENSMUSG00000082897|Gm11982,0,0,0,0,0,0,0,0
ENSMUSG00000031932|Gpr83,0,0,0,0,0,0,0,0
ENSMUSG00000077872|Mir878,0,0,0,0,0,0,0,0
ENSMUSG00000020624|4933434M16Rik,0,0,0,0,0,0,0,0
ENSMUSG00000099915|Gm21191,0,0,0,0,0,0,0,0
MSTRG.15708|Gm23365,0,1,0,0,0,0,0,0
MSTRG.2401|Rnf215,1241,1011,1016,1199,1052,1058,1126,1179
MSTRG.12566|Trabd2b,3798,2659,3088,3140,2340,2505,2860,2457
MSTRG.9817|Zfp385b,121,34,109,90,111,113,119,355
MSTRG.10929|Gm43008,21,12,12,15,13,9,19,18
MSTRG.14811|Lmtk2,1328,674,752,907,944,1060,1152,965
MSTRG.13784|Tlr6,231,123,126,197,274,342,333,297
MSTRG.18021|Gm15656,5,0,0,0,0,0,0,0
ENSMUSG00000076865|Trdv2-1,0,0,0,0,0,0,0,0
MSTRG.4276|Gm26777,2,2,0,0,0,0,0,0
ENSMUSG00000065429|Mir345,1,1,1,0,0,1,1,1
ENSMUSG00000097342|Gm26618,0,0,0,0,0,0,0,0
ENSMUSG00000071521|Try10,0,0,0,0,0,0,0,0
MSTRG.10183|Stard7,2062,1196,1477,1673,2248,2093,2551,2419
MSTRG.12221|Polr1e,375,228,262,279,438,428,415,448
MSTRG.4603|Adarb2,0,0,0,0,0,0,0,4
ENSMUSG00000071158|Gm156,0,0,0,0,0,0,0,0
MSTRG.16820|RP23-235M8.4,0,0,0,0,0,0,0,0
MSTRG.8889|Mir1950,0,0,0,0,0,0,0,0
MSTRG.10492|Gm14276,53,44,42,37,56,44,47,58
MSTRG.19702|Nme6,147,102,95,106,282,194,210,320
ENSMUSG00000089790|Gm16588,0,0,0,0,0,0,0,0
ENSMUSG00000073045|Gm5570,0,0,0,0,0,0,0,0
MSTRG.11926|Gm42967,9,2,6,6,9,4,7,8
MSTRG.7727|Polh,970,478,534,756,790,812,1020,929
ENSMUSG00000074517|Gm10710,0,4,6,1,3,6,4,17
ENSMUSG00000051207|Mrgprd,0,0,0,0,2,0,0,10
ENSMUSG00000094517|Gm9044,18,10,10,10,29,18,11,20
ENSMUSG00000104317|Gm37908,0,0,0,0,0,0,0,0
MSTRG.6428|Arsa,4391,2197,2733,3504,4087,3661,3914,3547
ENSMUSG00000109007|Olfr1439-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000036790|Slitrk2,86,30,73,75,15,27,19,31
MSTRG.9212|Gm13314,0,0,0,0,0,0,0,0
